"term","country","topic"
"2731","Jacek Cygan","Poland","Culture & Society"
"2732","Janusz Rewiński","Poland","Culture & Society"
"2733","Marzena Kipiel-Sztuka","Poland","Culture & Society"
"2734","Mateusz Sitek","Poland","Culture & Society"
"2735","Natalia Panocha-Raczkiewicz","Poland","Culture & Society"
"2736","Paolini","Poland","Culture & Society"
"2737","Paulina Matysiak","Poland","Culture & Society"
"2738","Re","Poland","Culture & Society"
"2739","Tamayo Perry","Poland","Culture & Society"
"2740","UNESCO","Poland","Culture & Society"
"2741","Meskie Granie 2024","Poland","Entertainment"
"2742","Taco Hemingway","Poland","Entertainment"
"2743","Viki Gabor","Poland","Entertainment"
"2744","Weronika Książkiewicz","Poland","Entertainment"
"2745","Wianki nad Wisłą","Poland","Entertainment"
"2746","Niemcy Powodzie","Poland","Environment"
"2747","Ostrzeżenie przed upałem","Poland","Environment"
"2748","Niedziela handlowa","Poland","Economy"
"2749","Włochy - Albania","Poland","Sports"
"2750","Łukasz Skorupski","Poland","Sports"
"2751","Alcaraz","Portugal","Sports"
"2752","Albânia Espanha","Portugal","Sports"
"2753","Amarante FC","Portugal","Sports"
"2754","Brasileirao","Portugal","Sports"
"2755","Campeonato da Europa","Portugal","Sports"
"2756","Copa america","Portugal","Sports"
"2757","Cristiano Ronaldo","Portugal","Sports"
"2758","Dinamarca","Portugal","Sports"
"2759","Djokovic","Portugal","Sports"
"2760","Espanha croacia","Portugal","Sports"
"2761","Espanha italia","Portugal","Sports"
"2762","Euro 2024","Portugal","Sports"
"2763","Flamengo","Portugal","Sports"
"2764","Franca Holanda","Portugal","Sports"
"2765","Franţa Polónia","Portugal","Sports"
"2766","Jogo Portugal","Portugal","Sports"
"2767","Lamine Yamal","Portugal","Sports"
"2768","Lebron James","Portugal","Sports"
"2769","Leipzig","Portugal","Sports"
"2770","Mbappe","Portugal","Sports"
"2771","Palhinha","Portugal","Sports"
"2772","AD","Portugal","Business & Finance"
"2773","CGD","Portugal","Business & Finance"
"2774","Euromilhões","Portugal","Business & Finance"
"2775","Manifestaçāo de interesse","Portugal","Business & Finance"
"2776","Zyczenia na dzien Ojca","Poland","Culture & Society"
"2777","Dia nacional de Portugal","Portugal","Culture & Society"
"2778","Marchas Populares 2024","Portugal","Culture & Society"
"2779","Zuzia Macheta nie zyje","Poland","Health & Medicine"
"2780","Claudia Sheinbaum","Portugal","Politics"
"2781","Como votar nas eleiçöes em Portugal","Portugal","Politics"
"2782","Joe Biden","Portugal","Politics"
"2783","Julian Assange","Portugal","Politics"
"2784","Pedro Chagas Freitas","Portugal","Politics"
"2785","PS","Portugal","Politics"
"2786","Ed Sheeran","Portugal","Entertainment"
"2787","Eric Clapton","Portugal","Entertainment"
"2788","Jonas Brothers","Portugal","Entertainment"
"2789","Lana Del Rey","Portugal","Entertainment"
"2790","Lukas Graham","Portugal","Entertainment"
"2791","Ne-Yo","Portugal","Entertainment"
"2792","Donald Sutherland","Portugal","Entertainment"
"2793","House of the Dragon","Portugal","Entertainment"
"2794","Albania","Portugal","Economy"
"2795","Acidente aereo Beja","Portugal","Economy"
"2796","Explosão Vila Nova de Milfontes","Portugal","Economy"
"2797","Calum Scott","Portugal","Music"
"2798","Camila Cabello Rock in Rio","Portugal","Music"
"2799","Ivete Sangalo","Portugal","Music"
"2800","Luisa Sonza","Portugal","Music"
"2801","Explosão Vila Nova de Milfontes","Portugal","Environment"
"2802","ZARA","Poland","Lifestyle"
"2803","Francisco Conceição","Portugal","Lifestyle"
"2804","Francisco conceicao","Portugal","Lifestyle"
"2805","Gemini","Portugal","Lifestyle"
"2806","Manuel Pinho","Portugal","Lifestyle"
"2807","Nuno Pereira SIC","Portugal","Lifestyle"
"2808","Marta Gautier","Portugal","Lifestyle"
"2809","Marta Temido jose Rodrigues dos Santos","Portugal","Lifestyle"
"2810","Luís Rouxinol","Portugal","Lifestyle"
"2811","Joao Moura Caetano","Portugal","Lifestyle"
"2812","Marienfeld","Portugal","Lifestyle"
"2813","Apple","Portugal","Science & Technology"
"2814","Pepe","Portugal","Sports"
"2815","Portimonense","Portugal","Sports"
"2816","Portugal Euro 2024","Portugal","Sports"
"2817","Portugal FC","Portugal","Sports"
"2818","Portugal Finlândia","Portugal","Sports"
"2819","Portugal seleção","Portugal","Sports"
"2820","Portugal sub-17","Portugal","Sports"
"2821","Portugal-Croácia","Portugal","Sports"
"2822","Santa Clara","Portugal","Sports"
"2823","Seleção portuguesa","Portugal","Sports"
"2824","Shaqiri","Portugal","Sports"
"2825","Suíça Alemanha","Portugal","Sports"
"2826","Turquia vs Geórgia","Portugal","Sports"
"2827","Vangelis Pavlidis","Portugal","Sports"
"2828","Cristiano Ronaldo","Romania","Sports"
"2829","Alcaraz","Romania","Sports"
"2830","Ana Bogdan","Romania","Sports"
"2831","Anglia Serbia","Romania","Sports"
"2832","Barnabas Varga","Romania","Sports"
"2833","Belgia Ucraina","Romania","Sports"
"2834","Campionatul European","Romania","Sports"
"2835","Campionatul European 2024","Romania","Sports"
"2836","Campionatul European de Fotbal","Romania","Sports"
"2837","Cerundolo","Romania","Sports"
"2838","Copa America","Romania","Sports"
"2839","Csoboth Kevin","Romania","Sports"
"2840","DRAGUSIN","Romania","Sports"
"2841","David Popovici","Romania","Sports"
"2842","Djokovic","Romania","Sports"
"2843","EURO 2024","Romania","Sports"
"2844","Formula 1","Romania","Sports"
"2845","Franța - Polonia","Romania","Sports"
"2846","Germania Ungaria","Romania","Sports"
"2847","Putin","Portugal","Politics"
"2848","Quem ganhou as eleições europeias","Portugal","Politics"
"2849","Resultados Eleições Europeias 2024 Portugal","Portugal","Politics"
"2850","Resultados das eleições em União Europeia","Portugal","Politics"
"2851","Von der Leyen","Portugal","Politics"
"2852","Alegeri Baia Mare 2024","Romania","Politics"
"2853","Alegeri Sector 2","Romania","Politics"
"2854","Alegeri locale","Romania","Politics"
"2855","Buletine de vot 2024","Romania","Politics"
"2856","Candidati europarlamentare 2024","Romania","Politics"
"2857","Primavera Sound 2024","Portugal","Music"
"2858","Primavera Sound Porto","Portugal","Music"
"2859","Scorpions","Portugal","Music"
"2860","Coldplay","Romania","Music"
"2861","Coldplay romania","Romania","Music"
"2862","Concert Coldplay bucuresti","Romania","Music"
"2863","RTP","Portugal","Entertainment"
"2864","RTP Play","Portugal","Entertainment"
"2865","SIC","Portugal","Entertainment"
"2866","TVI","Portugal","Entertainment"
"2867","Taylor Wily","Portugal","Entertainment"
"2868","Donald Sutherland","Romania","Entertainment"
"2869","Santo antonio","Portugal","Culture & Society"
"2870","Santo António","Portugal","Culture & Society"
"2871","Portugal Turquia","Portugal","Travel & Tourism"
"2872","Portugal Finlândia","Portugal","Travel & Tourism"
"2873","Portugal Croácia","Portugal","Travel & Tourism"
"2874","5 iunie Zi libera","Romania","Lifestyle"
"2875","Big Mac","Romania","Food & Drink"
"2876","Euro","Romania","Business & Finance"
"2877","Eva Kiss","Romania","Health & Medicine"
"2878","Cernavoda","Romania","Environment"
"2879","Explozie Dedeman","Romania","Science & Technology"
"2880","Ianis Hagi","Romania","Sports"
"2881","Iga Swiatek","Romania","Sports"
"2882","Jasmine Paolini","Romania","Sports"
"2883","Minifotbal Euro","Romania","Sports"
"2884","Mbappe","Romania","Sports"
"2885","Messi","Romania","Sports"
"2886","Cristiano Ronaldo","Romania","Sports"
"2887","Raducioiu","Romania","Sports"
"2888","Razvan marin","Romania","Sports"
"2889","Sabalenka","Romania","Sports"
"2890","Germania elvetia","Romania","Sports"
"2891","Italia - Albania","Romania","Sports"
"2892","Italia croatia","Romania","Sports"
"2893","Olanda - Austria","Romania","Sports"
"2894","Olanda - Franța","Romania","Sports"
"2895","Polonia - Austria","Romania","Sports"
"2896","Portugalia - Cehia","Romania","Sports"
"2897","Rezultate alegeri","Romania","Sports"
"2898","Rezultate europarlamentare 2024","Romania","Sports"
"2899","Rezultatele alegerilor din uniunea europeană","Romania","Sports"
"2900","Sport","Romania","Sports"
"2901","Sport.ro","Romania","Sports"
"2902","Scor romania Belgia","Romania","Sports"
"2903","Slovacia - Romănia","Romania","Sports"
"2904","Slovacia - Ucraina","Romania","Sports"
"2905","Spania Croatia","Romania","Sports"
"2906","Turcia - Georgia","Romania","Sports"
"2907","Ucraina - Belgia","Romania","Sports"
"2908","Ungaria elvetia","Romania","Sports"
"2909","Germania elvetia","Romania","Sports"
"2910","Portugalia","Romania","Sports"
"2911","Romania Bulgaria","Romania","Sports"
"2912","Romania Bulgaria amical","Romania","Sports"
"2913","Romania olanda","Romania","Sports"
"2914","Romînia","Romania","Sports"
"2915","Romînia - Liechtenstein","Romania","Sports"
"2916","San Marino","Romania","Sports"
"2917","Italia - Albania","Romania","Sports"
"2918","Kate Middleton","Romania","Entertainment"
"2919","Travis Scott","Romania","Entertainment"
"2920","Rap","Romania","Entertainment"
"2921","Cinematography","Romania","Entertainment"
"2922","Stefanuta","Romania","Entertainment"
"2923","Victor Socaciu","Romania","Entertainment"
"2924","TIFF","Romania","Entertainment"
"2925","Tolea Ciumac","Romania","Entertainment"
"2926","Voyo","Romania","Entertainment"
"2927","Joe Biden","Romania","Politics"
"2928","Nicusor Dan","Romania","Politics"
"2929","Rezultate alegeri","Romania","Politics"
"2930","Rezultate europarlamentare 2024","Romania","Politics"
"2931","Rezultatele alegerilor din uniunea europeană","Romania","Politics"
"2932","Romania","Romania","Politics"
"2933","Slovacia","Romania","Politics"
"2934","Subiecte Evaluare nationala 2024","Romania","Politics"
"2935","Vladimir Putin","Romania","Politics"
"2936","Votare 2024","Romania","Politics"
"2937","Inaltarea Domnului","Romania","Culture & Society"
"2938","Pogorarea sfantului Duh","Romania","Culture & Society"
"2939","Sanziene","Romania","Culture & Society"
"2940","Louis Vuitton","Romania","Luxury"
"2941","Ozempic","Romania","Health & Medicine"
"2942","Subiecte Evaluare nationala 2024","Romania","Education"
"2943","Ziua invatatorului","Romania","Education"
"2944","iOS 18","Romania","Science & Technology"
"2945","iOS 18","Romania","Science & Technology"
"2946","أنتوني فاووتشي","Saudi Arabia","Religion & Spirituality"
"2947","دعاء لجعل الموت سهل","Saudi Arabia","Religion & Spirituality"
"2948","افضل دعاء يوم عرفة","Saudi Arabia","Religion & Spirituality"
"2949","ادعيه يوم عرفه","Saudi Arabia","Religion & Spirituality"
"2950","الدعاء يوم عرفة","Saudi Arabia","Religion & Spirituality"
"2951","الارحنتين","Saudi Arabia","Religion & Spirituality"
"2952","الدوري المصري","Saudi Arabia","Religion & Spirituality"
"2953","اسبانيا","Saudi Arabia","Religion & Spirituality"
"2954","البرازيل","Saudi Arabia","Religion & Spirituality"
"2955","البرتغال","Saudi Arabia","Religion & Spirituality"
"2956","Wurzburg","Romania","Travel & Tourism"
"2957","الزمالك","Saudi Arabia","Sports"
"2958","المنتخب السعودي","Saudi Arabia","Sports"
"2959","انتر ميامي","Saudi Arabia","Sports"
"2960","انجلترا","Saudi Arabia","Sports"
"2961","دانية الشافعي","Saudi Arabia","Sports"
"2962","دي بروين","Saudi Arabia","Sports"
"2963","فرناندو هييرو","Saudi Arabia","Sports"
"2964","فينيسيوس","Saudi Arabia","Sports"
"2965","كيميتش","Saudi Arabia","Sports"
"2966","مبابي","Saudi Arabia","Sports"
"2967","مباراة البرتغال","Saudi Arabia","Sports"
"2968","منتخب اسبانيا","Saudi Arabia","Sports"
"2969","منتخب البرازيل","Saudi Arabia","Sports"
"2970","منتخب السودان","Saudi Arabia","Sports"
"2971","منتخب المانيا","Saudi Arabia","Sports"
"2972","منتخب انجلترا","Saudi Arabia","Sports"
"2973","منتخب ايطاليا","Saudi Arabia","Sports"
"2974","منتخب فرنسا","Saudi Arabia","Sports"
"2975","منتخب مصر","Saudi Arabia","Sports"
"2976","كرواتيا منتخب","Saudi Arabia","Sports"
"2977","خالد زكي","Saudi Arabia","Culture & Society"
"2978","الفنانة كندا علوش","Saudi Arabia","Culture & Society"
"2979","سوريا","Saudi Arabia","Culture & Society"
"2980","شاكيرا","Saudi Arabia","Culture & Society"
"2981","براد بيت","Saudi Arabia","Culture & Society"
"2982","بيلجيكا","Saudi Arabia","Culture & Society"
"2983","فرنسا","Saudi Arabia","Culture & Society"
"2984","كوكا كولا","Saudi Arabia","Culture & Society"
"2985","بي بي سي عربي","Saudi Arabia","Culture & Society"
"2986","نتفليكس","Saudi Arabia","Culture & Society"
"2987","الدوحة","Saudi Arabia","Culture & Society"
"2988","مصر ونيجيريا","Saudi Arabia","Culture & Society"
"2989","الصيام","Saudi Arabia","Culture & Society"
"2990","جزر المالديف","Saudi Arabia","Travel & Tourism"
"2991","باريس","Saudi Arabia","Travel & Tourism"
"2992","كانكون","Saudi Arabia","Travel & Tourism"
"2993","لندن","Saudi Arabia","Travel & Tourism"
"2994","بشار الأسد","Saudi Arabia","Politics"
"2995","بيبي نتنياهو","Saudi Arabia","Politics"
"2996","جوبا","Saudi Arabia","Politics"
"2997","الزرافة","Saudi Arabia","Health & Medicine"
"2998","الصحة","Saudi Arabia","Health & Medicine"
"2999","التعليم","Saudi Arabia","Education"
"3000","جامعة الدفاع الوطني","Saudi Arabia","Education"
"3001","غينيس","Saudi Arabia","Entertainment"
"3002","ديزني","Saudi Arabia","Entertainment"
"3003","فيراري","Saudi Arabia","Entertainment"
"3004","مسابقة","Saudi Arabia","Entertainment"
"3005","توزيع الميزانية","Saudi Arabia","Statistics & Reports"
"3006","اسهم ارامكو","Saudi Arabia","Statistics & Reports"
"3007","سعر الدولار مقابل الجنيه","Saudi Arabia","Economy"
"3008","الاحتباس الحراري","Saudi Arabia","Environment"
"3009","المناخ","Saudi Arabia","Environment"
"3010","الرطوبة","Saudi Arabia","Environment"
"3011","هندسة","Saudi Arabia","Science & Technology"
"3012","برمجة","Saudi Arabia","Science & Technology"
"3013","تقنية","Saudi Arabia","Science & Technology"
"3014","سيارات","Saudi Arabia","Science & Technology"
"3015","بنك","Saudi Arabia","Business & Finance"
"3016","Afghanistan vs Australia","South Africa","Sports"
"3017","Afghanistan vs Bangladesh","South Africa","Sports"
"3018","Afghanistan vs New Zealand","South Africa","Sports"
"3019","Afghanistan vs South Africa","South Africa","Sports"
"3020","Albania vs Spain","South Africa","Sports"
"3021","Argentina vs Canada","South Africa","Sports"
"3022","Australia vs England","South Africa","Sports"
"3023","Bafana Bafana","South Africa","Sports"
"3024","Bafana Bafana vs Zimbabwe","South Africa","Sports"
"3025","Bangladesh vs Netherlands","South Africa","Sports"
"3026","Banyana Banyana","South Africa","Sports"
"3027","Belgium vs Romania","South Africa","Sports"
"3028","Belgium vs Slovakia","South Africa","Sports"
"3029","Brazil vs Costa Rica","South Africa","Sports"
"3030","Bulls vs Glasgow Warriors","South Africa","Sports"
"3031","Bulls vs Leinster","South Africa","Sports"
"3032","Chile vs Argentina","South Africa","Sports"
"3033","Comrades 2024","South Africa","Sports"
"3034","Comrades Marathon","South Africa","Sports"
"3035","Croatia vs Albania","South Africa","Sports"
"3036","Croatia vs Italy","South Africa","Sports"
"3037","Denmark vs England","South Africa","Sports"
"3038","England vs Bosnia and Herzegovina","South Africa","Sports"
"3039","England vs Iceland","South Africa","Sports"
"3040","England vs Slovenia","South Africa","Sports"
"3041","Euro 2024","South Africa","Sports"
"3042","F1","South Africa","Sports"
"3043","France vs Austria","South Africa","Sports"
"3044","France vs Poland","South Africa","Sports"
"3045","Georgia vs Czechia","South Africa","Sports"
"3046","Georgia vs Portugal","South Africa","Sports"
"3047","Germany vs Hungary","South Africa","Sports"
"3048","Germany vs Scotland","South Africa","Sports"
"3049","ICC Cricket World Cup","South Africa","Sports"
"3050","India vs Australia","South Africa","Sports"
"3051","India vs Bangladesh","South Africa","Sports"
"3052","India vs England","South Africa","Sports"
"3053","India vs Pakistan","South Africa","Sports"
"3054","Inter Miami vs St. Louis","South Africa","Sports"
"3055","Kylian Mbappé","South Africa","Sports"
"3056","Mbappe","South Africa","Sports"
"3057","Mexico vs Brazil","South Africa","Sports"
"3058","Mirra Andreeva","South Africa","Sports"
"3059","NBA Draft","South Africa","Sports"
"3060","Netherlands vs Austria","South Africa","Sports"
"3061","Netherlands vs France","South Africa","Sports"
"3062","Nigeria vs Benin","South Africa","Sports"
